Title,Date
"Sleepy Hollow","07/09/2015"
"House, M.D.: Season 3: One Day, One Room","25/08/2015"
"House, M.D.: Season 3: Words and Deeds","25/08/2015"
"House, M.D.: Season 3: Merry Little Christmas","25/08/2015"
"House, M.D.: Season 3: Finding Judas","25/08/2015"
"House, M.D.: Season 3: Whac-A-Mole","25/08/2015"
"House, M.D.: Season 3: Son of a Coma Guy","25/08/2015"
"House, M.D.: Season 3: Que Sera Sera","25/08/2015"
"Hitman","25/08/2015"
"House, M.D.: Season 8: Parents","16/08/2015"
"House, M.D.: Season 8: The Confession","16/08/2015"
"House, M.D.: Season 8: Risky Business","13/08/2015"
"House, M.D.: Season 8: Charity Case","13/08/2015"
"House, M.D.: Season 8: Transplant","12/08/2015"
"House, M.D.: Season 8: Twenty Vicodin","10/08/2015"
"House, M.D.: Season 2: Skin Deep","10/08/2015"
"House, M.D.: Season 2: Distractions","10/08/2015"
"House, M.D.: Season 2: Need to Know","10/08/2015"
"House, M.D.: Season 2: Failure to Communicate","10/08/2015"
"House, M.D.: Season 2: Deception","09/08/2015"
"House, M.D.: Season 2: The Mistake","09/08/2015"
"House, M.D.: Season 2: Hunting","09/08/2015"
"House, M.D.: Season 2: Spin","09/08/2015"
"House, M.D.: Season 2: Daddy's Boy","09/08/2015"
"House, M.D.: Season 2: TB or Not TB","09/08/2015"
"House, M.D.: Season 2: Humpty Dumpty","09/08/2015"
"House, M.D.: Season 2: Autopsy","09/08/2015"
"House, M.D.: Season 2: Acceptance","09/08/2015"
"House, M.D.: Season 1: Honeymoon","09/08/2015"
"House, M.D.: Season 1: Three Stories","09/08/2015"
"House, M.D.: Season 1: Love Hurts","09/08/2015"
"House, M.D.: Season 1: Kids","09/08/2015"
"House, M.D.: Season 1: Babies and Bathwater","09/08/2015"
"House, M.D.: Season 1: Role Model","09/08/2015"
"House, M.D.: Season 1: Heavy","09/08/2015"
"House, M.D.: Season 1: Mob Rules","09/08/2015"
"House, M.D.: Season 1: Control","09/08/2015"
"House, M.D.: Season 1: Cursed","07/08/2015"
"House, M.D.: Season 6: Broken: Part 2","07/08/2015"
"House, M.D.: Season 6: Broken: Part 1","07/08/2015"
"House, M.D.: Season 5: Both Sides Now","07/08/2015"
"House, M.D.: Season 5: Under My Skin","07/08/2015"
"House, M.D.: Season 1: Sports Medicine","07/08/2015"
"Knights of Sidonia: Season 2: Battle","02/08/2015"
"Knights of Sidonia: Season 2: Encounter","01/08/2015"
"Knights of Sidonia: Season 2: Entry","01/08/2015"
"Knights of Sidonia: Season 2: Mission","31/07/2015"
"Knights of Sidonia: Season 2: Reunion","31/07/2015"
"Knights of Sidonia: Season 2: Rumbling","30/07/2015"
"Knights of Sidonia: Season 2: Engage","29/07/2015"
"Knights of Sidonia: Season 2: Hope","29/07/2015"
"Knights of Sidonia: Season 2: Rage","29/07/2015"
"Knights of Sidonia: Season 2: Course","29/07/2015"
"Knights of Sidonia: Season 2: Ability","29/07/2015"
"Knights of Sidonia: Season 2: Conflict","29/07/2015"
"The Shawshank Redemption","19/07/2015"
"Wizards vs. Aliens: Season 1: Dawn of the Nekross, Part 1","12/07/2015"
"Between: Season 1: School's Out","07/07/2015"
"Dragons: Race to the Edge: Season 1: Total Nightmare","07/07/2015"
"Dragons: Race to the Edge: Season 1: The Next Big Sting","07/07/2015"
"Knights of Sidonia: Season 1: Home","05/07/2015"
"Dragons: Race to the Edge: Season 1: Have Dragon Will Travel, Part 2","01/07/2015"
"Dragons: Race to the Edge: Season 1: Have Dragon Will Travel, Part 1","01/07/2015"
"Dragons: Race to the Edge: Season 1: Quake, Rattle and Roll","01/07/2015"
"Dragons: Race to the Edge: Season 1: Crushing It","01/07/2015"
"Dragons: Race to the Edge: Season 1: Reign of Fireworms","01/07/2015"
"Dragons: Race to the Edge: Season 1: Gone Gustav Gone","01/07/2015"
"Dragons: Race to the Edge: Season 1: Big Man on Berk","30/06/2015"
"Dragons: Race to the Edge: Season 1: When Darkness Falls","30/06/2015"
"Dragons: Race to the Edge: Season 1: Imperfect Harmony","30/06/2015"
"Dragons: Race to the Edge: Season 1: Eye of the Beholder, Part 2","30/06/2015"
"Dragons: Race to the Edge: Season 1: Eye of the Beholder, Part 1","30/06/2015"
"Between: Season 1: War","28/06/2015"
"V for Vendetta","26/06/2015"
"Fullmetal Alchemist: Season 1: Destruction's Right Hand","26/06/2015"
"Fullmetal Alchemist: Season 1: Fullmetal vs. Flame","26/06/2015"
"Fullmetal Alchemist: Season 1: The Other Brothers Elric: Part 2","26/06/2015"
"Fullmetal Alchemist: Season 1: The Other Brothers Elric: Part 1","26/06/2015"
"Fullmetal Alchemist: Season 1: The Phantom Thief","26/06/2015"
"Fullmetal Alchemist: Season 1: Be Thou for the People","26/06/2015"
"Fullmetal Alchemist: Season 1: The Philosopher's Stone","26/06/2015"
"Fullmetal Alchemist: Season 1: Night of the Chimera's Cry","25/06/2015"
"Fullmetal Alchemist: Season 1: The Alchemy Exam","25/06/2015"
"Fullmetal Alchemist: Season 1: The Man with the Mechanical Arm","25/06/2015"
"Fullmetal Alchemist: Season 1: A Forger's Love","25/06/2015"
"Marvel's Daredevil: Season 1: Daredevil","25/06/2015"
"Marvel's Daredevil: Season 1: Shadows in the Glass","25/06/2015"
"Marvel's Daredevil: Season 1: The Ones We Leave Behind","25/06/2015"
"Marvel's Daredevil: Season 1: The Path of the Righteous","25/06/2015"
"Marvel's Daredevil: Season 1: Nelson v. Murdock","25/06/2015"
"Marvel's Daredevil: Season 1: Speak of the Devil","25/06/2015"
"Between: Season 1: End of the Rope","24/06/2015"
"Between: Season 1: Love Hurts","24/06/2015"
"Fullmetal Alchemist: Season 1: Mother","24/06/2015"
"Fullmetal Alchemist: Season 1: Body of the Sanctioned","24/06/2015"
"Fullmetal Alchemist: Season 1: Those Who Challenge the Sun","24/06/2015"
"Marvel's Daredevil: Season 1: Stick","15/06/2015"
"Between: Season 1: Crossing Lines","05/06/2015"
"Between: Season 1: Who's the Boss?","31/05/2015"
"Hellboy II: The Golden Army","29/05/2015"
"Dexter: Season 3: Do You Take Dexter Morgan?","13/05/2015"
"Dexter: Season 3: I Had a Dream","12/05/2015"
"Dexter: Season 2: The Dark Defender","12/05/2015"
"Gargantia on the Verdurous Planet: Season 1: Episode 3","11/05/2015"
"Gargantia on the Verdurous Planet: Season 1: Episode 2","11/05/2015"
"Gargantia on the Verdurous Planet: Season 1: Episode 1","11/05/2015"
"Dexter: Season 2: See-Through","07/05/2015"
"Dexter: Season 2: An Inconvenient Lie","07/05/2015"
"Dexter: Season 2: Waiting to Exhale","07/05/2015"
"Dexter: Season 1: Dexter","07/05/2015"
"Video Game High School: Season 1: Welcome to VGHS","03/05/2015"
"Marvel's Daredevil: Season 1: Condemned","15/04/2015"
"Marvel's Daredevil: Season 1: World On Fire","14/04/2015"
"Marvel's Daredevil: Season 1: In the Blood","14/04/2015"
"Marvel's Daredevil: Season 1: Rabbit in a Snowstorm","14/04/2015"
"Marvel's Daredevil: Season 1: Cut Man","14/04/2015"
"Marvel's Daredevil: Season 1: Into the Ring","14/04/2015"
"Berserk: The Golden Age Arc I - The Egg of the King","13/04/2015"
"The Punisher","11/04/2015"
"House, M.D.: Season 1: Detox","02/04/2015"
"House, M.D.: Season 1: Histories","01/04/2015"
"House, M.D.: Season 1: DNR","01/04/2015"
"House, M.D.: Season 1: Poison","01/04/2015"
"House, M.D.: Season 1: Fidelity","01/04/2015"
"House, M.D.: Season 1: The Socratic Method","01/04/2015"
"House, M.D.: Season 1: Damned If You Do","01/04/2015"
"House, M.D.: Season 1: Maternity","01/04/2015"
"House, M.D.: Season 1: Occam's Razor","01/04/2015"
"House, M.D.: Season 1: Paternity","01/04/2015"
"House, M.D.: Season 1: Pilot","30/03/2015"
"Constantine","30/03/2015"
"Real Steel","22/03/2015"
"After Earth","22/03/2015"
"The Fluffy Movie","16/03/2015"
"Naruto Shippûden the Movie: Bonds","10/03/2015"
"Saint Seiya: The Hades Chapter: The Hades Chapter - Sanctuary: The Start of a New Holy War","01/03/2015"
"RoboCop","28/02/2015"
"The Notebook","24/02/2015"
"Ultraviolet","24/02/2015"
"Blue Mountain State: Season 2: Hockey","23/02/2015"
"Knights of Sidonia: Season 1: Collision","20/02/2015"
"Knights of Sidonia: Season 1: Decisions","20/02/2015"
"Knights of Sidonia: Season 1: Empathy","19/02/2015"
"Knights of Sidonia: Season 1: Immortality","19/02/2015"
"Knights of Sidonia: Season 1: Resolve","18/02/2015"
"Knights of Sidonia: Season 1: Salutations","18/02/2015"
"Knights of Sidonia: Season 1: Adrift","18/02/2015"
"Knights of Sidonia: Season 1: Sacrifices","18/02/2015"
"Knights of Sidonia: Season 1: Glory","18/02/2015"
"Knights of Sidonia: Season 1: Oblivion","18/02/2015"
"Knights of Sidonia: Season 1: Commencement","18/02/2015"
"The Walking Dead: Season 4: Dead Weight","15/02/2015"
"Naruto Shippuden: The Movie","11/02/2015"
"Better Call Saul: Season 1: Uno","10/02/2015"
"Lost: Season 1: Pilot: Part 1","08/02/2015"
"The Interview","30/01/2015"
"The Walking Dead: Season 4: Live Bait","19/01/2015"
"The Walking Dead: Season 4: Internment","19/01/2015"
"Z Nation: Season 1: Doctor of the Dead","19/01/2015"
"Z Nation: Season 1: Murphy's Law","19/01/2015"
"Z Nation: Season 1: Sisters of Mercy","18/01/2015"
"Z Nation: Season 1: Going Nuclear","18/01/2015"
"Z Nation: Season 1: Die Zombie Die... Again","18/01/2015"
"Z Nation: Season 1: Zunami","18/01/2015"
"Z Nation: Season 1: Welcome to the Fu-Bar","18/01/2015"
"Z Nation: Season 1: Resurrection Z","18/01/2015"
"Z Nation: Season 1: Home Sweet Zombie","18/01/2015"
"Z Nation: Season 1: Full Metal Zombie","17/01/2015"
"Z Nation: Season 1: Philly Feast","16/01/2015"
"Z Nation: Season 1: Fracking Zombies","16/01/2015"
"Z Nation: Season 1: Puppies and Kittens","16/01/2015"
"The Walking Dead: Season 4: Indifference","14/01/2015"
"The Walking Dead: Season 4: Isolation","14/01/2015"
"The Walking Dead: Season 4: Infected","14/01/2015"
"The Walking Dead: Season 4: 30 Days Without an Accident","13/01/2015"
"Battle Royale","08/01/2015"
"In Your Eyes","08/01/2015"
"Hunter X Hunter (2011): Season 5: Tracking x and x Pursuit","01/01/2015"
"Hunter X Hunter (2011): Season 5: Combination x and x Evolution","01/01/2015"
"Hunter X Hunter (2011): Season 5: Infiltration x and x Selection","01/01/2015"
"Hunter X Hunter (2011): Season 5: Carnage x and x Devastation","01/01/2015"
"Hunter X Hunter (2011): Season 5: A x Lawless x Home","01/01/2015"
"Hunter X Hunter (2011): Season 5: Grudge x and x Dread","31/12/2014"
"Hunter X Hunter (2011): Season 5: Friend x and x Journey","31/12/2014"
"Hunter X Hunter (2011): Season 5: Kite x and x Slots","31/12/2014"
"Hunter X Hunter (2011): Season 5: The x Fight x Begins","30/12/2014"
"Hunter X Hunter (2011): Season 5: Evil x and x Terrible","30/12/2014"
"Hunter X Hunter (2011): Season 5: No x Good x NGL","30/12/2014"
"Hunter X Hunter (2011): Season 5: Very x Rapid x Reproduction","30/12/2014"
"Hunter X Hunter (2011): Season 5: Unease x and x Sighting","30/12/2014"
"Hunter X Hunter (2011): Season 5: Reunion x and x Understanding","30/12/2014"
"Hunter X Hunter (2011): Season 4: Ging's Friends x and x True Friends","30/12/2014"
"Hunter X Hunter (2011): Season 4: Victor x and x Loser","29/12/2014"
"Hunter X Hunter (2011): Season 4: Insanity x and x Sanity","29/12/2014"
"Hunter X Hunter (2011): Season 4: Chase x and x Chance","29/12/2014"
"Hunter X Hunter (2011): Season 4: Bargain x and x Deal","29/12/2014"
"Hunter X Hunter (2011): Season 4: Guts x and x Courage","29/12/2014"
"Hunter X Hunter (2011): Season 4: A x Heated x Showdown","29/12/2014"
"Hunter X Hunter (2011): Season 4: Pirates x and x Guesses","29/12/2014"
"Hunter X Hunter (2011): Season 4: 15 x 15","29/12/2014"
"Hunter X Hunter (2011): Season 4: Strategy x and x Scheme","29/12/2014"
"Hunter X Hunter (2011): Season 4: Evil Fist x and x Rock-Paper-Scissors","29/12/2014"
"Hunter X Hunter (2011): Season 4: Strengthen x and x Threaten","29/12/2014"
"Hunter X Hunter (2011): Season 4: A x Hard x Master?","29/12/2014"
"Hunter X Hunter (2011): Season 4: Reality? x and x Raw","29/12/2014"
"Hunter X Hunter (2011): Season 4: Invitation x and x Friend","29/12/2014"
"Hunter X Hunter (2011): Season 4: End x and x Beginning","29/12/2014"
"Hunter X Hunter (2011): Season 4: Bid x and x Haste","29/12/2014"
"Hunter X Hunter (2011): Season 3: Signal x to x Retreat","29/12/2014"
"Hunter X Hunter (2011): Season 3: Initiative x and x Law","28/12/2014"
"Hunter X Hunter (2011): Season 3: Beloved x and x Beleaguered","28/12/2014"
"Hunter X Hunter (2011): Season 3: Alies x and x Lies","28/12/2014"
"Hunter X Hunter (2011): Season 3: Fortunes x Aren't x Right?","28/12/2014"
"Hunter X Hunter (2011): Season 3: Fake x and x Psyche","28/12/2014"
"Hunter X Hunter (2011): Season 3: Assault x and x Impact","28/12/2014"
"Hunter X Hunter (2011): Season 3: A x Brutal x Battlefield","28/12/2014"
"Hunter X Hunter (2011): Season 3: Ally x and x Sword","28/12/2014"
"Hunter X Hunter (2011): Season 3: Pursuit x and x Analysis","28/12/2014"
"Hunter X Hunter (2011): Season 3: Very x Sharp x Eye","28/12/2014"
"Hunter X Hunter (2011): Season 3: Condition x and x Condition","28/12/2014"
"Hunter X Hunter (2011): Season 3: Chasing x and x Waiting","28/12/2014"
"Hunter X Hunter (2011): Season 3: Restraint x and x Vow","28/12/2014"
"Hunter X Hunter (2011): Season 3: Buildup x to a x Fierce Battle","28/12/2014"
"Hunter X Hunter (2011): Season 3: A x Shocking x Tragedy","28/12/2014"
"Hunter X Hunter (2011): Season 3: Defend x and x Attack","28/12/2014"
"Hunter X Hunter (2011): Season 3: Gathering x of x Heroes","28/12/2014"
"Hunter X Hunter (2011): Season 3: Nen x Users x Unite?","28/12/2014"
"Hunter X Hunter (2011): Season 3: Wish x and x Promise","28/12/2014"
"Hunter X Hunter (2011): Season 2: Reply x from x Dad","28/12/2014"
"Hunter X Hunter (2011): Season 2: Ging x and x Gon","28/12/2014"
"Hunter X Hunter (2011): Season 2: A Big Debt x and x a Small Kick","27/12/2014"
"Hunter X Hunter (2011): Season 2: The x True x Pass","27/12/2014"
"Hunter X Hunter (2011): Season 2: Power x to x Avenge","27/12/2014"
"Hunter X Hunter (2011): Season 2: An x Empty x Threat","27/12/2014"
"Hunter X Hunter (2011): Season 2: A x Surprising x Win","27/12/2014"
"Hunter X Hunter (2011): Season 2: Destiny x and x Tenacity","27/12/2014"
"Hunter X Hunter (2011): Season 2: Fierce x and x Ferocious","27/12/2014"
"Hunter X Hunter (2011): Season 2: Awakening x and x Potential","27/12/2014"
"Hunter X Hunter (2011): Season 2: Nen x and x Nen","27/12/2014"
"Hunter X Hunter (2011): Season 2: Arrival x at x the Arena","27/12/2014"
"Hunter X Hunter (2011): Season 1: Then x and x After","27/12/2014"
"Hunter X Hunter (2011): Season 1: Can't See x if x You're Blind","27/12/2014"
"Hunter X Hunter (2011): Season 1: The x Zoldyck x Family","27/12/2014"
"Hunter X Hunter (2011): Season 1: The x Guard's x Duty","27/12/2014"
"Hunter X Hunter (2011): Season 1: A x Dangerous x Watchdog","27/12/2014"
"Hunter X Hunter (2011): Season 1: Some x Brother x Trouble","27/12/2014"
"Hunter X Hunter (2011): Season 1: Baffling Turn x of x Events","27/12/2014"
"Hunter X Hunter (2011): Season 1: Can't Win x But x Can't Lose","27/12/2014"
"Hunter X Hunter (2011): Season 1: Big x Time x Interview","27/12/2014"
"Hunter X Hunter (2011): Season 1: Trap x in x the Hole","27/12/2014"
"Hunter X Hunter (2011): Season 1: Defeat x and x Disgrace","27/12/2014"
"Hunter X Hunter (2011): Season 1: Scramble x of x Deception","27/12/2014"
"Hunter X Hunter (2011): Season 1: Hit x the x Target","27/12/2014"
"Hunter X Hunter (2011): Season 1: Letter x from x Gon","27/12/2014"
"Hunter X Hunter (2011): Season 1: Last Test x of x Resolve","27/12/2014"
"Species","23/12/2014"
"Dragons: Dawn of the Dragon Racers","23/12/2014"
"Marco Polo: Season 1: The Heavenly and Primal","20/12/2014"
"Marco Polo: Season 1: Prisoners","19/12/2014"
"Marco Polo: Season 1: Rendering","19/12/2014"
"Marco Polo: Season 1: The Scholar's Pen","19/12/2014"
"Marco Polo: Season 1: White Moon","19/12/2014"
"Marco Polo: Season 1: Hashshashin","19/12/2014"
"The Walking Dead: Season 3: Welcome to the Tombs","16/12/2014"
"The Walking Dead: Season 3: This Sorrowful Life","16/12/2014"
"The Walking Dead: Season 3: Prey","16/12/2014"
"The Walking Dead: Season 3: Clear","16/12/2014"
"The Walking Dead: Season 3: I Ain't a Judas","16/12/2014"
"Marco Polo: Season 1: The Fourth Step","16/12/2014"
"Marco Polo: Season 1: Feast","16/12/2014"
"Sword Art Online: The World of Swords","16/12/2014"
"Marco Polo: Season 1: The Wolf and the Deer","16/12/2014"
"Marco Polo: Season 1: The Wayfarer","16/12/2014"
"Breaking Bad: Season 4: Bug","13/12/2014"
"Breaking Bad: Season 4: Hermanos","12/12/2014"
"Breaking Bad: Season 4: Problem Dog","12/12/2014"
"Breaking Bad: Season 1: Pilot","12/12/2014"
"The Walking Dead: Season 3: Home","08/12/2014"
"Wolfblood: Season 1: Lone Wolf","07/12/2014"
"The Walking Dead: Season 3: The Suicide King","03/12/2014"
"The Walking Dead: Season 3: Made to Suffer","03/12/2014"
"The Walking Dead: Season 3: When the Dead Come Knocking","03/12/2014"
"The Walking Dead: Season 3: Killer Within","03/12/2014"
"The Walking Dead: Season 3: Walk with Me","01/12/2014"
"The Walking Dead: Season 3: Sick","25/11/2014"
"The Walking Dead: Season 3: Seed","25/11/2014"
"The Walking Dead: Season 1: Days Gone Bye","25/11/2014"
"Helix: Season 1: Pilot","16/11/2014"
"Salem: Season 1: In Vain","16/11/2014"
"Salem: Season 1: The Stone Child","05/11/2014"
"Salem: Season 1: The Vow","05/11/2014"
"Weeds: Season 1: Dead in the Nethers","01/11/2014"
"Weeds: Season 1: Lude Awakening","01/11/2014"
"Weeds: Season 1: Fashion of the Christ","01/11/2014"
"Weeds: Season 1: Good Sh*t Lollipop","30/10/2014"
"Weeds: Season 1: Free Goat","30/10/2014"
"Weeds: Season 1: You Can't Miss the Bear","27/10/2014"
"Louis C.K.: Hilarious","27/10/2014"
"The 100: Season 1: We Are Grounders: Part II","27/10/2014"
"The 100: Season 1: We Are Grounders: Part I","27/10/2014"
"The 100: Season 1: The Calm","27/10/2014"
"The 100: Season 1: I Am Become Death","26/10/2014"
"The 100: Season 1: Unity Day","26/10/2014"
"The 100: Season 1: Day Trip","26/10/2014"
"The 100: Season 1: Contents Under Pressure","26/10/2014"
"The 100: Season 1: His Sister's Keeper","26/10/2014"
"The 100: Season 1: Twilight's Last Gleaming","26/10/2014"
"The 100: Season 1: Murphy's Law","26/10/2014"
"The 100: Season 1: Earth Kills","26/10/2014"
"The 100: Season 1: Earth Skills","26/10/2014"
"The 100: Season 1: Pilot","26/10/2014"
"The Originals: Season 1: From a Cradle to a Grave","26/10/2014"
"The Originals: Season 1: The Battle of New Orleans","26/10/2014"
"The Originals: Season 1: A Closer Walk with Thee","26/10/2014"
"The Originals: Season 1: An Unblinking Death","26/10/2014"
"The Originals: Season 1: The Big Uneasy","25/10/2014"
"The Originals: Season 1: Moon over Bourbon Street","25/10/2014"
"The Originals: Season 1: Farewell to Storyville","25/10/2014"
"The Originals: Season 1: Le Grand Guignol","25/10/2014"
"The Originals: Season 1: Long Way Back from Hell","25/10/2014"
"The Originals: Season 1: Crescent City","25/10/2014"
"The Originals: Season 1: Dance Back from the Grave","25/10/2014"
"The Originals: Season 1: Après Moi, Le Déluge","25/10/2014"
"The Originals: Season 1: The Casket Girls","25/10/2014"
"The Originals: Season 1: Reigning Pain in New Orleans","25/10/2014"
"The Originals: Season 1: The River in Reverse","25/10/2014"
"The Originals: Season 1: Bloodletting","25/10/2014"
"The Originals: Season 1: Fruit of the Poisoned Tree","24/10/2014"
"The Originals: Season 1: Sinners and Saints","24/10/2014"
"The Originals: Season 1: Girl in New Orleans","24/10/2014"
"The Originals: Season 1: Tangled Up in Blue","24/10/2014"
"The Originals: Season 1: House of the Rising Son","24/10/2014"
"The Originals: Season 1: Always and Forever","24/10/2014"
"Jackass: Number Two","20/10/2014"
"Star Trek Into Darkness","20/10/2014"
"DEATH NOTE: Season 1: Love","16/10/2014"
"Peaky Blinders: Season 1: Episode 6","16/10/2014"
"Peaky Blinders: Season 1: Episode 5","16/10/2014"
"Peaky Blinders: Season 1: Episode 4","16/10/2014"
"Peaky Blinders: Season 1: Episode 3","13/10/2014"
"Peaky Blinders: Season 1: Episode 2","13/10/2014"
"50 First Dates","12/10/2014"
"Peaky Blinders: Season 1: Episode 1","06/10/2014"
"Hunter X Hunter (2011): Season 1: Trouble x with x the Gamble","06/10/2014"
"Hunter X Hunter (2011): Season 1: Trick x to x the Trick","06/10/2014"
"Hunter X Hunter (2011): Season 1: Beware x of x Prisoners","06/10/2014"
"Hunter X Hunter (2011): Season 1: Solution x Is x Majority Rules?","06/10/2014"
"Hunter X Hunter (2011): Season 1: Showdown x on x the Airship","06/10/2014"
"Hunter X Hunter (2011): Season 1: A x Surprising x Challenge","06/10/2014"
"Hunter X Hunter (2011): Season 1: Hisoka x Is x Sneaky","06/10/2014"
"The Vampire Diaries: Season 1: Lost Girls","06/10/2014"
"Fairy Tail: Season 1: Eternal Magic","05/10/2014"
"Carrie","05/10/2014"
"Fallen III: The Destiny","02/10/2014"
"Falling Skies: Season 1: Live and Learn","02/10/2014"
"I Am Number Four","02/10/2014"
"Merlin: Season 4: The Darkest Hour: Part 1","01/10/2014"
"Deadman Wonderland: Relief (Grateful Dead)","29/09/2014"
"Deadman Wonderland: Gig Of Despair","29/09/2014"
"Deadman Wonderland: Caretaker (Undertaker)","29/09/2014"
"Deadman Wonderland: Pro-oxidant (Worm Eater)","29/09/2014"
"Deadman Wonderland: Chains Of Freedom","29/09/2014"
"Deadman Wonderland: Original Sin (Wretched Egg)","29/09/2014"
"Deadman Wonderland: Hummingbird","29/09/2014"
"Deadman Wonderland: Carrion Festival","28/09/2014"
"Deadman Wonderland: Crow Claw","28/09/2014"
"Deadman Wonderland: G Block","28/09/2014"
"Deadman Wonderland: Antidote","28/09/2014"
"Deadman Wonderland: Death Row Inmate","28/09/2014"
"DEATH NOTE: Season 1: Assault","28/09/2014"
"DEATH NOTE: Season 1: Doubt","28/09/2014"
"DEATH NOTE: Season 1: Encounter","28/09/2014"
"DEATH NOTE: Season 1: Glare","28/09/2014"
"DEATH NOTE: Season 1: Overcast","28/09/2014"
"DEATH NOTE: Season 1: Unraveling","28/09/2014"
"DEATH NOTE: Season 1: Tactics","26/09/2014"
"DEATH NOTE: Season 1: Pursuit","26/09/2014"
"DEATH NOTE: Season 1: Dealings","26/09/2014"
"DEATH NOTE: Season 1: Confrontation","26/09/2014"
"DEATH NOTE: Season 1: Rebirth","26/09/2014"
"Merlin: Season 2: The Fires of Idirsholas","21/09/2014"
"Eurotrip","21/09/2014"
"Æon Flux","19/09/2014"
"Taken: Beyond the Sky","19/09/2014"
"Merlin: Season 3: The Coming of Arthur: Part 2","18/09/2014"
"Merlin: Season 3: The Coming of Arthur: Part 1","18/09/2014"
"Merlin: Season 3: The Sorcerer's Shadow","18/09/2014"
"Merlin: Season 3: Queen of Hearts","18/09/2014"
"Penny Dreadful: Season 1: Grand Guignol","16/09/2014"
"Penny Dreadful: Season 1: Possession","16/09/2014"
"Penny Dreadful: Season 1: What Death Can Join Together","16/09/2014"
"Merlin: Season 3: Love in the Time of Dragons","15/09/2014"
"Merlin: Season 3: The Eye of the Phoenix","15/09/2014"
"Penny Dreadful: Season 1: Closer than Sisters","15/09/2014"
"Penny Dreadful: Season 1: Demimonde","15/09/2014"
"Penny Dreadful: Season 1: Resurrection","15/09/2014"
"Penny Dreadful: Season 1: Seance","15/09/2014"
"Penny Dreadful: Season 1: Night Work","15/09/2014"
"Merlin: Season 3: The Castle of Fyrien","13/09/2014"
"Elementary: Season 1: Heroine","11/09/2014"
"Elementary: Season 1: The Woman","11/09/2014"
"Elementary: Season 1: Risk Management","11/09/2014"
"Elementary: Season 1: A Landmark Story","11/09/2014"
"Hunter X Hunter (2011): Season 1: Hope x and x Ambition","10/09/2014"
"Hunter X Hunter (2011): Season 1: Rivals x for x Survival","10/09/2014"
"Hunter X Hunter (2011): Season 1: Test x of x Tests","10/09/2014"
"Hunter X Hunter (2011): Season 1: Departure x and x Friends","10/09/2014"
"Merlin: Season 3: The Changeling","10/09/2014"
"Merlin: Season 3: The Crystal Cave","10/09/2014"
"Merlin: Season 3: Gwaine","10/09/2014"
"Elementary: Season 1: Dead Man's Switch","10/09/2014"
"Timeline","10/09/2014"
"Elementary: Season 1: Snow Angels","09/09/2014"
"Elementary: Season 1: Déjà Vu All Over Again","09/09/2014"
"Elementary: Season 1: Possibility Two","09/09/2014"
"Elementary: Season 1: Details","09/09/2014"
"Elementary: Season 1: A Giant Gun Filled With Drugs","09/09/2014"
"Elementary: Season 1: The Deductionist","09/09/2014"
"Elementary: Season 1: The Red Team","09/09/2014"
"Elementary: Season 1: M.","09/09/2014"
"Elementary: Season 1: Dirty Laundry","09/09/2014"
"Elementary: Season 1: The Leviathan","08/09/2014"
"Merlin: Season 3: Goblin's Gold","08/09/2014"
"Merlin: Season 3: The Tears of Uther Pendragon: Part 2","08/09/2014"
"Elementary: Season 1: You Do It To Yourself","08/09/2014"
"Elementary: Season 1: The Long Fuse","08/09/2014"
"Doctor Who: Season 3: Daleks in Manhattan","07/09/2014"
"Elementary: Season 1: One Way to Get Off","07/09/2014"
"Pretty Little Liars: Season 5: Taking This One to the Grave","07/09/2014"
"Pretty Little Liars: Season 5: No One Here Can Love or Understand Me","07/09/2014"
"Pretty Little Liars: Season 5: A Dark Ali","07/09/2014"
"Elementary: Season 1: Flight Risk","06/09/2014"
"American Horror Story: Asylum: Madness Ends","04/09/2014"
"American Horror Story: Asylum: Continuum","04/09/2014"
"American Horror Story: Asylum: Spilt Milk","02/09/2014"
"American Horror Story: Asylum: The Name Game","02/09/2014"
"American Horror Story: Asylum: The Coat Hanger","02/09/2014"
"American Horror Story: Asylum: Unholy Night","02/09/2014"
"American Horror Story: Asylum: Dark Cousin","02/09/2014"
"Elementary: Season 1: Lesser Evils","02/09/2014"
"Elementary: Season 1: Rat Race","02/09/2014"
"American Horror Story: Asylum: Origins of Monstrosity","02/09/2014"
"American Horror Story: Asylum: I Am Anne Frank Part 2","02/09/2014"
"American Horror Story: Asylum: I Am Anne Frank Part 1","02/09/2014"
"American Horror Story: Asylum: Nor'easter","01/09/2014"
"American Horror Story: Asylum: Tricks and Treats","01/09/2014"
"Merlin: Season 3: The Tears of Uther Pendragon: Part 1","01/09/2014"
"Elementary: Season 1: Child Predator","01/09/2014"
"Elementary: Season 1: Pilot","01/09/2014"
"American Horror Story: Asylum: Welcome to Briarcliff","31/08/2014"
"Stardust","31/08/2014"
"American Horror Story: Murder House: Afterbirth","31/08/2014"
"American Horror Story: Murder House: Birth","31/08/2014"
"American Horror Story: Murder House: Smoldering Children","31/08/2014"
"American Horror Story: Murder House: Spooky Little Girl","31/08/2014"
"American Horror Story: Murder House: Rubber Man","29/08/2014"
"American Horror Story: Murder House: Open House","29/08/2014"
"American Horror Story: Murder House: Piggy Piggy","29/08/2014"
"American Horror Story: Murder House: Halloween Part 2","29/08/2014"
"American Horror Story: Murder House: Halloween Part 1","29/08/2014"
